clip_id,session_id,person_id,start_time,end_time,label,audio_file,split,hard_negative,sample_weight,source,source_domain,change_reason,hard_negative_source,negative_type,mining_role,row_origin,original_path,source_audio,canonical_audio_path,source_start_time,source_end_time,window_start_sec,window_end_sec,manual_decision,manual_subtype_raw,manual_subtype_norm,review_bucket,v3_cough_prob,yamnet_top1,yamnet_cough_score,yamnet_speech_score,yamnet_throat_like_score,candidate_id,clip_path,review_clip_is_training_source,canonical_training_window,notes,review_batch,review_id,review_file,derived_review_class,baseline_cough_prob,yamnet_top1_score
clip_cough_0023,session_cough_0023,P_FORMAL_023,0.0,6.48,cough,data/formal_audio_50/cough_0023.wav,test,False,1.0,audio_labels_v3,,unchanged,,,legacy_positive,base_v3,,,,0.0,6.48,,,,,,,,,,,,,,,,,,,,,,
clip_cough_0024_v2_01,session_cough_0024,P_FORMAL_024,0.0,1.0,cough,data/formal_audio_50/cough_0024.wav,test,False,1.0,audio_labels_v3,,unchanged_after_manual_review_split,,,legacy_positive,base_v3,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
clip_cough_0024_v2_02,session_cough_0024,P_FORMAL_024,1.0,2.0,non_cough,data/formal_audio_50/cough_0024.wav,test,False,1.0,audio_labels_v3,,manual_review_relabel_to_non_cough source=data/formal_audio_50/cough_0024.wav interval=1.000-2.000s label=cough->non_cough cough_prob=0.390711,,,legacy_public_non_cough,base_v3,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
clip_cough_0024_v2_03,session_cough_0024,P_FORMAL_024,2.0,3.0,non_cough,data/formal_audio_50/cough_0024.wav,test,False,1.0,audio_labels_v3,,manual_review_relabel_to_non_cough source=data/formal_audio_50/cough_0024.wav interval=2.000-3.000s label=cough->non_cough cough_prob=0.392354,,,legacy_public_non_cough,base_v3,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,
clip_cough_0024_v2_04,session_cough_0024,P_FORMAL_024,3.0,5.16,cough,data/formal_audio_50/cough_0024.wav,test,False,1.0,audio_labels_v3,,unchanged_after_manual_review_split,,,legacy_positive,base_v3,,,,3.0,5.16,,,,,,,,,,,,,,,,,,,,,,
clip_cough_0025,session_cough_0025,P_FORMAL_025,0.0,9.78,cough,data/formal_audio_50/cough_0025.wav,test,False,1.0,audio_labels_v3,,unchanged,,,legacy_positive,base_v3,,,,0.0,9.78,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0001,session_non_cough_0001,P_FORMAL_026,0.0,18.553062,non_cough,data/formal_audio_50/non_cough_0001.wav,train,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,18.553062,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0002,session_non_cough_0002,P_FORMAL_027,0.0,8.247438,non_cough,data/formal_audio_50/non_cough_0002.wav,train,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,8.247438,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0003,session_non_cough_0003,P_FORMAL_028,0.0,9.422937,non_cough,data/formal_audio_50/non_cough_0003.wav,train,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,9.422937,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0004,session_non_cough_0004,P_FORMAL_029,0.0,18.170313,non_cough,data/formal_audio_50/non_cough_0004.wav,train,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,18.170313,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0005,session_non_cough_0005,P_FORMAL_030,0.0,1.563562,non_cough,data/formal_audio_50/non_cough_0005.wav,train,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,1.563562,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0006,session_non_cough_0006,P_FORMAL_031,0.0,7.45,non_cough,data/formal_audio_50/non_cough_0006.wav,train,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,7.45,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0007,session_non_cough_0007,P_FORMAL_032,0.0,5.0,non_cough,data/formal_audio_50/non_cough_0007.wav,train,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0008,session_non_cough_0008,P_FORMAL_033,0.0,28.65,non_cough,data/formal_audio_50/non_cough_0008.wav,train,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,28.65,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0009,session_non_cough_0009,P_FORMAL_034,0.0,12.0,non_cough,data/formal_audio_50/non_cough_0009.wav,train,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0010,session_non_cough_0010,P_FORMAL_035,0.0,5.05,non_cough,data/formal_audio_50/non_cough_0010.wav,train,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,5.05,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0011,session_non_cough_0011,P_FORMAL_036,0.0,8.307,non_cough,data/formal_audio_50/non_cough_0011.wav,train,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,8.307,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0012,session_non_cough_0012,P_FORMAL_037,0.0,6.269438,non_cough,data/formal_audio_50/non_cough_0012.wav,train,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,6.269438,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0013,session_non_cough_0013,P_FORMAL_038,0.0,4.336375,non_cough,data/formal_audio_50/non_cough_0013.wav,train,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,4.336375,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0014,session_non_cough_0014,P_FORMAL_039,0.0,4.022875,non_cough,data/formal_audio_50/non_cough_0014.wav,train,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,4.022875,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0015,session_non_cough_0015,P_FORMAL_040,0.0,7.758375,non_cough,data/formal_audio_50/non_cough_0015.wav,train,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,7.758375,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0016,session_non_cough_0016,P_FORMAL_041,0.0,10.7625,non_cough,data/formal_audio_50/non_cough_0016.wav,train,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,10.7625,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0017,session_non_cough_0017,P_FORMAL_042,0.0,9.613062,non_cough,data/formal_audio_50/non_cough_0017.wav,train,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,9.613062,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0018,session_non_cough_0018,P_FORMAL_043,0.0,4.780437,non_cough,data/formal_audio_50/non_cough_0018.wav,train,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,4.780437,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0019,session_non_cough_0019,P_FORMAL_044,0.0,10.161687,non_cough,data/formal_audio_50/non_cough_0019.wav,val,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,10.161687,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0020,session_non_cough_0020,P_FORMAL_045,0.0,17.1625,non_cough,data/formal_audio_50/non_cough_0020.wav,val,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,17.1625,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0021,session_non_cough_0021,P_FORMAL_046,0.0,15.36,non_cough,data/formal_audio_50/non_cough_0021.wav,val,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,15.36,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0022,session_non_cough_0022,P_FORMAL_047,0.0,4.780437,non_cough,data/formal_audio_50/non_cough_0022.wav,val,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,4.780437,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0023_v2_01,session_non_cough_0023,P_FORMAL_048,0.0,2.5,non_cough,data/formal_audio_50/non_cough_0023.wav,test,True,1.0,audio_labels_v3,,manual_review_hard_negative source=data/formal_audio_50/non_cough_0023.wav interval=0.000-2.500s cough_prob=0.830644,legacy_hard_negative,,legacy_hard_negative,base_v3,,,,0.0,2.5,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0023_v2_02,session_non_cough_0023,P_FORMAL_048,2.5,14.0,non_cough,data/formal_audio_50/non_cough_0023.wav,test,False,1.0,audio_labels_v3,,unchanged_after_manual_review_split,,,legacy_public_non_cough,base_v3,,,,2.5,14.0,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0023_v2_03,session_non_cough_0023,P_FORMAL_048,14.0,16.5,non_cough,data/formal_audio_50/non_cough_0023.wav,test,True,1.0,audio_labels_v3,,manual_review_hard_negative source=data/formal_audio_50/non_cough_0023.wav interval=14.000-16.500s cough_prob=0.720138,legacy_hard_negative,,legacy_hard_negative,base_v3,,,,14.0,16.5,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0023_v2_04,session_non_cough_0023,P_FORMAL_048,16.5,20.0,non_cough,data/formal_audio_50/non_cough_0023.wav,test,False,1.0,audio_labels_v3,,unchanged_after_manual_review_split,,,legacy_public_non_cough,base_v3,,,,16.5,20.0,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0023_v2_05,session_non_cough_0023,P_FORMAL_048,20.0,22.0,non_cough,data/formal_audio_50/non_cough_0023.wav,test,False,1.0,audio_labels_v3,,manual_review_relabel_to_non_cough source=data/formal_audio_50/non_cough_0023.wav interval=20.000-22.000s label=non_cough->non_cough cough_prob=0.987624,,,legacy_public_non_cough,base_v3,,,,20.0,22.0,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0023_v2_06,session_non_cough_0023,P_FORMAL_048,22.0,22.33825,non_cough,data/formal_audio_50/non_cough_0023.wav,test,False,1.0,audio_labels_v3,,unchanged_after_manual_review_split,,,legacy_public_non_cough,base_v3,,,,22.0,22.33825,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0024,session_non_cough_0024,P_FORMAL_049,0.0,6.321688,non_cough,data/formal_audio_50/non_cough_0024.wav,test,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,6.321688,,,,,,,,,,,,,,,,,,,,,,
clip_non_cough_0025,session_non_cough_0025,P_FORMAL_050,0.0,21.655562,non_cough,data/formal_audio_50/non_cough_0025.wav,test,False,1.0,audio_labels_v3,,unchanged,,,legacy_public_non_cough,base_v3,,,,0.0,21.655562,,,,,,,,,,,,,,,,,,,,,,
yamnet_review_84a319d0b3b9,session_yamnet_review_84a319d0b3b9,P_YAMNET_7e06f38601,14.0,15.0,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\51720.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\51720.wav,,14.0,15.0,,,,,,,,Zipper (clothing),,,,,,,,,第一次人工重听,review_00001,data\human_review\第一次人工重听\clips\hard_negative_review\00001_hard_negative_review_b1p000_Zipper_clothing_14p00_15p00.wav,model_false_alarm_hard_negative,0.999778,0.357638
yamnet_review_75a6e2f5b9de,session_yamnet_review_75a6e2f5b9de,P_YAMNET_a8bc5b3905,14.0,15.0,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_039205\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_039205\data.wav,,14.0,15.0,,,,,,,,Zipper (clothing),,,,,,,,,第一次人工重听,review_00002,data\human_review\第一次人工重听\clips\hard_negative_review\00002_hard_negative_review_b1p000_Zipper_clothing_14p00_15p00.wav,model_false_alarm_hard_negative,0.999778,0.357638
yamnet_review_c7372a2244cb,session_yamnet_review_c7372a2244cb,P_YAMNET_50c6b7d0f9,2.5,3.5,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\389270.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\389270.wav,,2.5,3.5,,,,,,,,Rub,,,,,,,,,第一次人工重听,review_00003,data\human_review\第一次人工重听\clips\hard_negative_review\00003_hard_negative_review_b0p999_Rub_2p50_3p50.wav,model_false_alarm_hard_negative,0.999252,0.469781
yamnet_review_e4cd31ee4f6b,session_yamnet_review_e4cd31ee4f6b,P_YAMNET_70644db26a,2.5,3.5,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_033465\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_033465\data.wav,,2.5,3.5,,,,,,,,Rub,,,,,,,,,第一次人工重听,review_00004,data\human_review\第一次人工重听\clips\hard_negative_review\00004_hard_negative_review_b0p999_Rub_2p50_3p50.wav,model_false_alarm_hard_negative,0.999252,0.469781
yamnet_review_288ec1c270c4,session_yamnet_review_288ec1c270c4,P_YAMNET_66f6eaa9a9,5.5,6.5,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\363474.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\363474.wav,,5.5,6.5,,,,,,,,Pant,,,,,,,,,第一次人工重听,review_00005,data\human_review\第一次人工重听\clips\hard_negative_review\00005_hard_negative_review_b0p999_Pant_5p50_6p50.wav,model_false_alarm_hard_negative,0.999148,0.309669
yamnet_review_bd1e9e624f25,session_yamnet_review_bd1e9e624f25,P_YAMNET_5309e83793,5.5,6.5,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_029297\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_029297\data.wav,,5.5,6.5,,,,,,,,Pant,,,,,,,,,第一次人工重听,review_00006,data\human_review\第一次人工重听\clips\hard_negative_review\00006_hard_negative_review_b0p999_Pant_5p50_6p50.wav,model_false_alarm_hard_negative,0.999148,0.309669
yamnet_review_4a5db7c41c17,session_yamnet_review_4a5db7c41c17,P_YAMNET_47fa1d0a62,1.5,2.5,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\179308.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\179308.wav,,1.5,2.5,,,,,,,,Speech,,,,,,,,,第一次人工重听,review_00007,data\human_review\第一次人工重听\clips\hard_negative_review\00007_hard_negative_review_b0p999_Speech_1p50_2p50.wav,model_false_alarm_hard_negative,0.999133,0.210317
yamnet_review_2415d4b82d98,session_yamnet_review_2415d4b82d98,P_YAMNET_3b9349d20a,1.5,2.5,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_009495\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_009495\data.wav,,1.5,2.5,,,,,,,,Speech,,,,,,,,,第一次人工重听,review_00008,data\human_review\第一次人工重听\clips\hard_negative_review\00008_hard_negative_review_b0p999_Speech_1p50_2p50.wav,model_false_alarm_hard_negative,0.999133,0.210317
yamnet_review_c05344f3b821,session_yamnet_review_c05344f3b821,P_YAMNET_46a05ba971,7.5,8.5,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\399131.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\399131.wav,,7.5,8.5,,,,,,,,Speech,,,,,,,,,第一次人工重听,review_00009,data\human_review\第一次人工重听\clips\hard_negative_review\00009_hard_negative_review_b0p999_Speech_7p50_8p50.wav,model_false_alarm_hard_negative,0.999071,0.982939
yamnet_review_c066649f638e,session_yamnet_review_c066649f638e,P_YAMNET_a134d584de,7.5,8.5,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_034542\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_034542\data.wav,,7.5,8.5,,,,,,,,Speech,,,,,,,,,第一次人工重听,review_00010,data\human_review\第一次人工重听\clips\hard_negative_review\00010_hard_negative_review_b0p999_Speech_7p50_8p50.wav,model_false_alarm_hard_negative,0.999071,0.982939
yamnet_review_69d13631bd3a,session_yamnet_review_69d13631bd3a,P_YAMNET_50c6b7d0f9,1.0,2.0,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\389270.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\389270.wav,,1.0,2.0,,,,,,,,Rub,,,,,,,,,第一次人工重听,review_00011,data\human_review\第一次人工重听\clips\hard_negative_review\00011_hard_negative_review_b0p999_Rub_1p00_2p00.wav,model_false_alarm_hard_negative,0.99885,0.509369
yamnet_review_45be2bc37919,session_yamnet_review_45be2bc37919,P_YAMNET_70644db26a,1.0,2.0,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_033465\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_033465\data.wav,,1.0,2.0,,,,,,,,Rub,,,,,,,,,第一次人工重听,review_00012,data\human_review\第一次人工重听\clips\hard_negative_review\00012_hard_negative_review_b0p999_Rub_1p00_2p00.wav,model_false_alarm_hard_negative,0.99885,0.509369
yamnet_review_a956c2d194e3,session_yamnet_review_a956c2d194e3,P_YAMNET_2f5b4f0a85,11.0,12.0,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\108750.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\108750.wav,,11.0,12.0,,,,,,,,Speech,,,,,,,,,第一次人工重听,review_00013,data\human_review\第一次人工重听\clips\hard_negative_review\00013_hard_negative_review_b0p999_Speech_11p00_12p00.wav,model_false_alarm_hard_negative,0.998842,0.897717
yamnet_review_b60f0f608b51,session_yamnet_review_b60f0f608b51,P_YAMNET_9b3bcd23a9,11.0,12.0,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_000955\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_000955\data.wav,,11.0,12.0,,,,,,,,Speech,,,,,,,,,第一次人工重听,review_00014,data\human_review\第一次人工重听\clips\hard_negative_review\00014_hard_negative_review_b0p999_Speech_11p00_12p00.wav,model_false_alarm_hard_negative,0.998842,0.897717
yamnet_review_419085d380d1,session_yamnet_review_419085d380d1,P_YAMNET_1ed9dcb01d,1.0,2.0,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\238576.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\238576.wav,,1.0,2.0,,,,,,,,Speech,,,,,,,,,第一次人工重听,review_00015,data\human_review\第一次人工重听\clips\hard_negative_review\00015_hard_negative_review_b0p999_Speech_1p00_2p00.wav,model_false_alarm_hard_negative,0.99874,0.425332
yamnet_review_987e5534df98,session_yamnet_review_987e5534df98,P_YAMNET_8d17501b90,1.0,2.0,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_016067\data.wav,train,True,1.0,yamnet_review_gold,,model_false_alarm_hard_negative,model_false_alarm,,legacy_hard_negative,base_v3,,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_016067\data.wav,,1.0,2.0,,,,,,,,Speech,,,,,,,,,第一次人工重听,review_00016,data\human_review\第一次人工重听\clips\hard_negative_review\00016_hard_negative_review_b0p999_Speech_1p00_2p00.wav,model_false_alarm_hard_negative,0.99874,0.425332
